사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2021-11,6호선,446,연신내,0,0,0,0,0,0,1,0,4,0,4,0,3,0,0,0,0,0,2,0,2,0,1,0,2,0,1,0,3,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2021-11,6호선,447,구산,6,0,5032,158,10855,2259,28830,4605,37529,8312,18281,5283,12098,4602,10751,5801,11004,6155,10103,6915,8905,7314,9511,8896,10713,11820,10211,13984,8833,21102,5180,19174,3712,9570,3687,8298,3233,7035,812,4142,2,586,0,0,0,0,0,0
2021-11,6호선,448,새절(신사),31,0,9984,579,19567,4736,54248,7045,63675,14454,30995,9752,18544,8240,16213,9400,17137,11526,16309,13212,13802,13363,14030,17341,16911,20007,16799,29293,14768,49258,8633,39382,5863,22939,5137,19264,4120,18135,1154,12048,3,3370,0,1,0,0,0,0
2021-11,6호선,449,증산(명지대앞),18,6,7196,656,15407,3818,39610,5323,49605,10742,25141,7587,16308,6845,13689,7972,14084,8805,12980,10312,11821,11252,11001,14276,12678,18858,13325,24559,12699,42113,6997,33240,5026,18632,4246,17983,3336,15919,1283,9188,1,1378,0,0,0,0,0,0
2021-11,6호선,450,디지털미디어시티,132,6,5707,3320,12380,12330,42225,25889,48777,73991,25100,28460,14326,11994,12616,10186,12659,10720,12379,11912,12073,12281,13603,13753,18761,18107,32638,24286,51136,41974,19343,30819,10060,17774,8004,14987,5844,14697,2059,8604,59,1788,1,1,0,0,0,0
2021-11,6호선,451,월드컵경기장(성산),1,0,953,916,2056,2363,7612,4278,9366,7838,5052,9021,4539,10730,5580,11532,6445,10648,7490,12322,9665,12633,13150,10632,15662,8345,13645,7939,10934,10426,5050,7514,3700,4426,3305,3296,2634,2827,949,1536,0,136,0,0,0,0,0,0
2021-11,6호선,452,마포구청,12,1,5983,1891,12379,7912,38394,14516,53439,36925,31539,17366,20468,12948,18356,11851,18530,14322,18093,14571,16896,15047,18145,17791,21461,19595,26726,24919,38097,41268,17144,30317,11832,19302,10782,16541,7628,16745,2660,10703,0,224,0,0,0,0,0,0
2021-11,6호선,453,망원,3,0,5003,763,9665,4827,26409,8657,38686,31840,22794,28905,16148,19147,16150,20959,18512,24019,19089,25533,20295,25641,21365,27772,24373,29366,30116,36288,36681,48093,22901,33465,18795,16415,18589,14731,15991,12231,6642,9048,3,3,0,0,0,0,0,0
2021-11,6호선,454,합정,14,1,3548,1297,5567,6542,12774,16198,20397,43140,13813,28310,11221,16269,12336,17396,14273,18176,16488,20023,17920,17982,19794,19355,23394,21940,30463,28805,46408,41236,29322,25478,24641,12650,28198,10707,25303,9616,11409,7988,8,186,0,0,0,0,0,0
2021-11,6호선,455,상수,22,1,2155,1119,4023,3062,8473,6200,13915,23071,8485,19747,5891,13911,6702,13656,8191,14970,9864,16853,10421,14741,11706,14427,14055,17533,18726,22863,26853,31171,17349,20612,15307,11007,17643,8644,19253,7516,10269,5249,2,115,0,0,0,0,0,0
2021-11,6호선,456,광흥창(서강),10,0,2449,1338,6739,4423,17784,14884,25133,37449,16002,17698,11481,10374,12121,8541,11970,8903,11065,9727,11456,9462,12197,10807,13606,11282,20732,15053,30706,22212,12636,16421,8356,9362,7213,8780,5493,8644,2063,5077,2,241,0,0,0,0,0,0
2021-11,6호선,457,대흥(서강대앞),19,0,2224,694,4870,3413,14523,12028,21338,30796,12367,17180,9202,9908,9413,9449,11911,11193,10889,11541,10179,10479,11816,11195,14632,12662,20842,14971,23793,23273,11703,14310,8623,8555,8707,7638,8568,7535,2760,5498,2,255,0,0,0,0,0,0
2021-11,6호선,458,공덕,92,0,4970,1770,7581,10199,20008,34699,29303,96590,19566,51493,16241,22311,17778,18151,19529,17862,21173,18175,21590,18642,25119,18378,30642,21229,52902,27984,86424,39627,34089,24098,25447,12995,25190,12545,20071,11062,8330,7861,91,3281,0,0,0,0,0,0
2021-11,6호선,459,효창공원앞,43,0,2241,504,4847,3706,15633,6237,24654,22873,14004,12526,9104,7018,8470,6781,9315,7346,9370,7806,8856,7716,9496,8166,11836,9991,14431,12356,22142,18674,9189,12642,5440,7663,5223,6926,3936,6318,1600,4005,5,611,0,0,0,0,0,0
2021-11,6호선,460,삼각지,8,0,1308,673,2988,4260,6894,12950,11921,23479,7704,10277,5598,6626,6724,6316,8143,7049,9062,6892,9456,6186,10750,6509,12795,6741,20190,9073,24688,13142,10334,8191,8121,5525,7846,5239,6621,5731,2727,3851,7,336,0,0,0,0,0,0
2021-11,6호선,461,녹사평(용산구청),14,0,1096,406,2043,3443,4558,8459,7622,17967,5193,8722,4182,6617,4467,6283,5215,7276,5786,8140,6467,7493,7407,7798,10873,8758,12817,11043,18167,14269,10262,9331,8433,4899,9766,3738,8997,3515,3845,2118,0,192,0,0,0,0,0,0
2021-11,6호선,462,이태원,61,1,5289,1133,5282,5997,9056,10984,12888,26986,10022,22735,7507,14426,8887,13753,11070,15524,11901,16879,13538,16288,17368,16901,22356,21451,27193,27623,30843,37353,22657,29008,19921,17406,23059,13582,24964,10802,14836,7329,1,1032,0,0,0,0,0,0
2021-11,6호선,463,한강진,13,0,585,732,1166,7268,3037,18676,4967,37987,3817,28644,2980,15737,4069,16284,5302,15056,6614,19015,8675,15410,13541,15818,20883,16441,29147,18736,36799,22703,22639,10852,18356,3730,22879,2948,20343,2430,3737,1673,3,1737,0,0,0,0,0,0
2021-11,6호선,464,버티고개,1,0,683,298,1485,999,4246,2275,6615,4489,3640,2825,2533,2132,2312,2047,2548,2226,2297,2396,2281,2441,2882,2792,3033,2930,4062,3986,5192,5664,2704,3974,1601,2472,1472,2220,1229,2349,466,1550,4,117,0,0,0,0,0,0
2021-11,6호선,465,약수,5,0,1284,254,1799,2147,4881,5523,7206,17140,5302,8332,4254,4850,4588,4507,4921,4325,5171,4954,5437,4811,5587,5033,6506,5253,8931,6524,12472,8934,6140,5239,4697,3024,4602,2724,3576,2632,1418,1690,11,162,0,0,0,0,0,0
2021-11,6호선,466,청구,2,0,1580,521,2463,2386,6712,6364,9941,24187,5837,11101,4386,5061,4090,3785,4155,3750,4453,4205,4527,3895,4626,4477,5857,5092,7453,6198,13136,7514,8627,5235,4755,3316,4041,3067,2947,3204,1163,2140,3,328,0,0,0,0,0,0
2021-11,6호선,467,신당,182,2,6513,899,5125,5782,6774,13748,10701,37459,9099,22577,7796,12775,10008,10637,11296,9304,10259,10217,10971,8735,13202,7844,14770,9317,20623,11500,26540,16444,14349,17106,11803,8692,11954,6783,13661,7096,3989,9445,12,1029,0,0,0,0,0,0
2021-11,6호선,468,동묘앞,192,0,4180,885,4195,4454,8368,7972,13146,23606,10268,19097,9467,13522,11841,14512,14333,13533,14751,16443,17037,15250,19410,14266,22321,13353,22558,13123,21790,15713,11193,11252,7062,7280,6435,6996,4831,7229,2039,7484,11,1183,8,0,0,0,0,0
2021-11,6호선,469,창신,16,0,2522,246,4757,1638,13677,5193,17345,6477,8592,3202,5229,2350,4188,2429,4428,2891,4153,3227,3455,3184,4171,3957,4712,4807,5112,6181,4497,9850,2866,7522,2430,4471,1578,4299,1201,4273,479,2621,0,69,0,0,0,0,0,0
2021-11,6호선,470,보문,12,0,3419,758,7045,3719,19405,8076,28697,18948,15061,9554,9034,6467,8871,6099,9684,6432,9764,7060,8978,6620,9526,7991,11864,9168,14310,13385,16973,21246,7975,16810,5848,10519,5148,9804,4137,10148,2038,7614,5,270,0,0,0,0,0,0
2021-11,6호선,471,안암(고대병원앞),2,0,1619,1329,3057,6855,8168,14836,10641,36497,10234,29665,11498,19988,13366,14419,14506,15713,14354,19310,15865,14219,20585,12934,26201,12572,39632,15610,32181,20698,16858,15514,13664,9740,14547,10081,15627,10518,7356,8756,2,1418,0,0,0,0,0,0
2021-11,6호선,472,고려대(종암),23,0,3484,797,7075,4014,20305,10126,25528,26023,14137,11834,9568,7928,9156,7130,10080,8039,12253,10039,10016,8469,11355,9129,14634,10471,20510,13953,19252,22524,9121,17866,6435,10641,6367,10379,5616,9898,2078,7243,0,141,0,0,0,0,0,0
2021-11,6호선,473,월곡(동덕여대),14,0,6102,935,12135,3697,38427,6579,46199,25357,23207,15593,15393,11500,14470,10888,15494,12235,15237,12976,14286,13591,14312,15771,15993,19723,18969,25677,24965,39681,12215,32244,8193,17153,7192,16475,5221,13740,2177,9577,0,188,0,0,0,0,0,0
2021-11,6호선,474,상월곡(한국과학기술연구원),11,0,4702,486,7988,1645,24496,3455,29344,13229,14178,6876,9083,5180,8143,4999,8509,5703,7973,5816,7309,6267,7072,7955,8118,9117,8615,12437,10115,19098,6383,16245,3277,9782,2705,9130,2199,8652,1115,5838,1,134,0,0,0,0,0,0
2021-11,6호선,475,돌곶이,31,1,6165,847,14223,3191,37142,5855,41675,16952,20702,10542,13040,9722,11449,8076,12083,9579,13235,10051,12374,10112,10992,12166,12356,14943,13576,20785,14557,32680,9599,27110,5640,15425,5900,12004,4769,12691,1624,8090,0,161,0,0,0,0,0,0
2021-11,6호선,476,석계,966,9,8288,1710,18804,4470,48633,7681,54056,13387,28509,9987,20153,9168,16567,10915,16634,12631,16511,13502,14986,14589,14194,19117,14978,24364,16089,32221,14385,51778,10240,44072,7353,23778,6725,20429,5936,18872,2731,13170,34,1569,0,0,0,0,0,0
2021-11,6호선,477,태릉입구,24,0,4074,833,6818,2919,18179,3936,21845,7675,10993,6318,7851,5161,7376,5784,7710,6015,7873,6836,7330,7146,7084,8082,7858,10397,8875,13568,8758,22287,5377,20100,4085,9720,4031,9539,3198,8782,1355,7159,8,1647,0,0,0,0,0,0
2021-11,6호선,478,화랑대(서울여대입구),8,0,5602,857,20384,2668,59832,6919,56389,13368,25623,8675,16690,7209,14228,7592,14959,8166,13932,9180,12560,9314,13186,11575,15417,13990,16924,22026,13915,36403,7019,32937,4339,17833,3781,15523,3006,14560,1010,9997,2,1101,0,0,0,0,0,0
2021-11,6호선,479,봉화산(서울의료원),40,1,4695,1111,14436,2583,47181,5445,39814,12687,18343,7141,13556,5913,11232,5727,11110,8031,10506,8864,9426,9106,9550,11032,10031,13366,12138,19015,10414,30859,4968,28801,3612,16374,2864,13165,2396,13349,880,8096,1,1051,0,0,0,0,0,0
2021-11,6호선,480,신내,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-11,7호선,481,장암,2,0,1580,142,6225,1109,15516,1229,10649,1742,3527,2126,2193,2050,1809,1970,1912,1847,2068,1384,2483,1348,3061,1149,3441,1245,3588,1561,2810,3306,1529,2927,966,1433,720,1042,322,625,100,487,0,31,0,0,0,0,0,0
2021-11,7호선,482,도봉산,27,0,4817,799,16983,5296,52460,7318,42181,14257,19433,16041,11831,16657,10540,13486,11285,13170,10911,12778,11464,12104,12821,12921,15112,15899,13716,20422,11518,35639,5395,40867,3393,22539,2844,18594,2172,17240,658,11995,37,2206,0,0,0,0,0,0
2021-11,7호선,483,수락산,54,5,8897,586,19799,5024,52124,8766,48334,17146,28519,16111,19309,15079,17095,14266,17871,15048,18541,14020,18212,14113,18681,17358,18966,21493,19234,26614,18583,40872,10962,42339,7095,23810,5770,19664,4224,17016,1391,11406,19,2052,0,0,0,0,0,0
2021-11,7호선,484,마들,4,0,9405,1189,23294,3058,63782,7953,60677,10589,29982,9433,20279,8756,17964,9842,18228,11340,16580,12550,14831,13898,14396,17253,14521,20968,13404,28538,11629,46191,6881,46071,5191,25743,3832,20176,3201,19346,1098,13272,8,1312,0,0,0,0,0,0
2021-11,7호선,485,노원,38,1,6545,1897,14038,6143,37377,16202,38771,42700,26839,40102,25095,29904,28222,27590,30273,29335,30438,33511,32041,34594,35855,35724,39259,37931,39905,44969,43802,59573,26358,48236,25891,22946,21188,18243,18924,15490,6514,12223,64,1609,0,0,0,0,0,0
2021-11,7호선,486,중계,18,1,8521,1847,22952,4597,61785,13322,62387,23615,33548,12514,22000,9236,20101,9675,20017,12087,17766,14874,15145,14311,18249,16924,19203,20230,19933,28481,16560,45302,8487,44892,6485,23954,6736,21068,5106,19145,1616,12611,7,1122,0,0,0,0,0,0
2021-11,7호선,487,하계,17,0,7909,1287,23215,6204,67840,15399,73063,24301,38725,19606,26573,14538,24459,15317,26314,19089,24262,21243,23183,20987,25371,23961,28031,27014,29098,35821,23756,56079,13443,55022,10790,29076,9071,25184,7370,23691,2166,15719,8,1331,0,0,0,0,0,0
2021-11,7호선,488,공릉(서울과학기술대),13,0,5982,867,13739,4246,36558,11372,42847,23168,23791,15297,17415,11562,15706,10924,18119,13735,17694,15619,16376,14654,17256,17793,19822,20381,21742,26275,22613,39516,11875,37073,9504,19401,8900,16582,8091,16222,3452,11211,3,771,0,0,0,0,0,0
2021-11,7호선,489,태릉입구,113,0,6684,1115,8469,5041,21348,8477,25960,17037,17400,11043,12163,8552,10566,8878,11903,9524,11708,9978,11558,9754,12795,11257,14533,13629,17586,16980,18273,23517,10717,21036,7544,12747,7472,11373,5470,10752,2293,6944,9,4239,0,0,0,0,0,0
2021-11,7호선,490,먹골,16,0,7103,622,13074,2865,35534,5339,44527,14301,25674,9086,15596,8626,13468,9396,14649,10670,14412,11361,12729,11839,12492,14796,13687,18345,14657,24198,15360,36516,9153,33840,6240,18276,5336,15929,4135,14231,1759,9268,8,1017,0,0,0,0,0,0
2021-11,7호선,491,중화,5,0,8346,964,14812,4275,37011,7835,48412,22757,25882,11937,15758,9188,14001,9085,14895,10727,14174,11169,12795,12116,12791,15484,14566,18538,16896,24410,18611,37800,10865,33715,6759,18617,5851,16595,4473,14891,1636,9445,9,1147,0,0,0,0,0,0
2021-11,7호선,492,상봉(시외버스터미널),264,1,9990,1687,19056,7325,53237,12832,75543,31482,36288,19335,20587,14141,18906,14930,20640,15972,20679,17814,19384,18112,20456,20384,25246,25914,29383,36202,31844,60677,20799,53980,15278,28005,14196,23357,11157,21577,4614,14366,52,2637,0,1,0,0,0,0
2021-11,7호선,493,면목,32,0,12221,1001,22136,5849,56570,9002,74132,29975,39479,18046,22783,14159,20126,13325,21876,16463,20577,17248,17855,17334,19922,22710,24230,28835,23014,37353,20914,54769,16149,50489,9188,26844,7615,23477,6073,21227,2070,13408,6,1901,0,0,0,0,0,0
2021-11,7호선,494,사가정,7,0,10912,1454,22000,7037,54776,11171,72494,26321,40048,17127,24598,14354,20918,14613,23355,16467,21295,17132,19474,18646,19583,24536,21319,29115,24858,39143,24645,62701,16505,54017,11005,27942,9603,23816,7429,21105,3282,13154,16,1831,0,0,0,0,0,0
2021-11,7호선,495,용마산(용마폭포공원),5,0,4511,614,10328,1955,23384,3840,31147,10264,16713,6454,9610,5626,7842,5104,8059,5902,7916,6269,6728,6632,7045,8420,7816,10145,8034,13586,7967,22200,4963,19985,2811,10675,2269,10321,1754,9610,725,5546,5,701,0,0,0,0,0,0
2021-11,7호선,496,중곡,2,0,5538,620,12242,4408,30428,12193,47730,26316,26511,10999,15064,8296,13662,8337,13702,9167,12822,10158,11725,10700,12516,13219,17399,16152,18309,21629,18843,32971,10409,27380,6659,15862,5978,14385,4271,13134,1336,8345,16,218,0,0,0,0,0,0
2021-11,7호선,497,군자(능동),67,1,8229,1010,13802,6293,34280,8594,58317,29793,37824,18175,19765,11385,16788,10402,17443,11140,17865,12214,16390,12870,17122,16236,19586,18919,25643,27205,33575,42134,19494,33739,15292,19154,14381,16346,12232,15570,5160,9882,28,561,0,0,0,0,0,0
2021-11,7호선,498,어린이대공원(세종대),5,0,3151,901,7032,8479,17473,15573,31817,49518,22836,29417,12347,18955,14054,15425,14936,19844,16019,20505,16136,17713,20727,16908,28387,17382,38268,21389,40466,28978,20854,21819,13949,12922,14753,12504,13606,12091,5476,8265,14,401,0,0,0,0,0,0
2021-11,7호선,499,건대입구,27,0,3596,981,4364,7079,11344,17362,18976,34607,14959,25930,12371,19775,14418,17556,14982,20432,15541,21940,18082,20561,22603,19870,26329,21206,35978,26852,32419,38726,22877,24322,24034,12621,20123,11078,18761,8832,8607,5665,3,3491,0,0,0,0,0,0
2021-11,7호선,500,뚝섬유원지,9,0,4806,342,8724,4126,20574,5810,30255,13649,19489,8809,10164,6604,8448,7247,8877,8177,9299,9951,9386,11183,10237,13445,12772,14933,15431,19986,15117,28293,10608,20367,9977,12861,8977,11708,7172,10526,2859,5337,5,505,0,0,0,0,0,0
2021-11,7호선,501,청담,11,0,2186,3391,5866,24678,10010,57354,13709,148282,11286,100939,11067,36108,13203,22988,16528,20672,18764,22016,21513,19664,29989,16667,38533,17515,65094,19917,108836,20742,54370,12939,30601,8259,27778,7662,22135,5233,5605,3469,18,2429,0,0,0,0,0,0
2021-11,7호선,502,강남구청,13,0,1689,1760,3586,13077,6477,30189,9217,107228,8417,100213,9054,38822,10373,23458,12865,19841,15242,21600,19406,17160,25438,15968,28998,16583,46022,18701,88565,20377,51815,11909,31200,7265,30426,6002,24577,4458,8046,3412,34,442,1,0,0,0,0,0
2021-11,7호선,503,학동,1,0,1995,3005,4161,26102,8119,55077,11404,186049,10261,138705,10355,51153,12584,26320,16805,21049,19432,24631,24352,21208,31621,17866,42335,17905,76979,19568,166311,19883,76134,11335,37124,7221,34767,5907,26167,4955,8408,3363,62,304,0,0,0,0,0,0
2021-11,7호선,504,논현,68,0,2397,1403,4596,18156,8665,45075,14791,121826,12623,102134,11314,38581,13278,23473,15566,21598,17152,23181,20699,21623,25898,20886,33624,22188,58524,27363,106666,37085,56668,20117,35007,10197,36429,8687,34260,7395,15086,4785,121,430,0,0,0,0,0,0
2021-11,7호선,505,반포,7,0,754,526,2412,6750,7241,11829,10398,19599,7581,17249,5395,8079,5463,8551,7074,8447,7768,8866,8111,7950,10195,7687,14002,7815,15787,9009,17548,10733,11390,6630,8557,4036,9867,3590,7683,3154,2150,1871,7,102,0,0,0,0,0,0
2021-11,7호선,506,고속터미널,13,0,1142,2501,2857,24402,10007,35833,17187,50955,20531,35231,20139,24882,23118,22626,22961,21012,24343,24133,25242,21722,33228,17780,38274,17658,54718,19739,49889,21993,32257,14531,32167,8158,28684,8075,22482,4470,6666,2733,18,305,0,0,0,0,0,0
2021-11,7호선,507,내방,4,0,2075,1460,6655,10449,17111,22158,26846,83438,18651,45971,13870,19582,13645,14744,15383,14412,17352,15873,17754,15014,18820,15450,23667,16708,39225,21656,70059,29537,24793,19465,17381,11075,17539,10043,12929,8915,3689,5186,3,2936,0,0,0,0,0,0
2021-11,7호선,508,이수,21,0,4348,878,8794,8477,25533,14352,42778,41035,26633,27614,18414,18926,17579,17324,19490,18155,21718,19543,21708,20024,22739,22456,25664,26184,31148,35282,42001,54938,23905,34552,21263,18340,23565,15330,21139,13845,8887,8847,30,913,0,0,0,0,0,0
2021-11,7호선,509,남성,12,0,5366,659,12271,3473,36886,6321,56292,14055,31387,10357,17767,9253,14454,9193,14150,10091,14367,11687,12518,12525,12144,15132,13208,18112,14772,24578,14177,41532,7850,29786,6928,17208,7068,15421,4844,14657,1590,9246,23,503,0,0,0,0,0,0
2021-11,7호선,510,숭실대입구(살피재),10,0,5201,638,11739,4304,35734,8622,51175,24147,28934,17434,18024,17113,18002,15322,17987,15268,18161,18214,17168,16919,16700,18077,22427,21886,25559,29390,21193,47230,12078,34019,10082,19854,10837,18343,9764,17591,3839,11308,10,967,0,0,0,0,0,0
2021-11,7호선,511,상도,1,0,4797,1268,10918,4537,31556,7728,44200,18416,25961,13553,15428,10149,13519,8875,15496,10986,14407,11740,12818,11599,13001,14319,16872,17730,18464,23369,18115,38234,9690,27864,8930,16674,6820,15103,6730,14707,2727,9296,23,831,0,0,0,0,0,0
2021-11,7호선,512,장승배기,21,0,6322,1065,10660,3783,25211,7880,40950,18921,23718,11405,14342,9645,12894,9592,12564,10157,13892,11195,12113,11397,11591,14076,13166,16077,14266,20286,15449,32088,8243,23577,6365,14017,5825,12179,4744,11422,1949,7145,15,725,0,0,0,0,0,0
2021-11,7호선,513,신대방삼거리,29,0,10266,643,17603,5534,50491,12738,79984,30609,43196,20041,23486,14162,20755,13121,21493,14113,19998,16358,18597,17676,19126,20357,21318,25560,23984,34432,29170,61475,14789,48181,11636,27001,9098,24270,7795,21505,3132,14438,13,1140,0,0,0,0,0,0
2021-11,7호선,514,보라매,37,0,5957,1168,7835,5555,23015,17653,34097,42215,18938,13672,11438,9271,11338,8440,11627,9970,12531,10265,13508,10483,14001,10669,16153,12739,19755,18341,33325,28659,11686,23234,8415,11934,7238,11544,6016,11019,1947,6612,8,836,0,0,0,0,0,0
2021-11,7호선,515,신풍,46,1,9991,1228,15757,5194,41489,11299,53197,19837,29609,12282,16535,9832,14157,9707,15463,10531,14782,11880,13037,12291,13765,15338,15865,19590,18183,28185,18129,42450,10477,30685,6649,18476,5617,17042,4076,16350,1570,8925,21,2004,0,0,0,0,0,0
2021-11,7호선,516,대림(구로구청),24,0,11301,890,8566,3260,14848,5692,21228,18554,16118,12722,10451,12770,10919,13491,11874,12646,12960,12759,13847,12405,14339,13900,15155,15376,16831,22346,18182,24321,10787,14178,8324,9623,7085,11303,5152,9455,2392,5088,22,273,0,0,0,0,0,0
2021-11,7호선,517,남구로,135,2,16916,1793,15166,7051,30055,31919,34083,104300,22126,50280,13636,18241,12879,13580,14077,12878,14095,14110,13695,13081,15870,15732,19468,20775,42308,30099,78581,30808,32867,21797,17278,13676,12404,15532,8247,13653,3010,7304,21,346,1,0,0,0,0,0
2021-11,7호선,518,가산디지털단지,680,7,6463,5911,8827,25511,21316,116290,24991,396519,18008,224341,16546,60009,22133,35112,27956,34621,33234,35186,38335,31180,47754,28861,69491,27246,192492,29665,325630,35635,133692,24761,72109,13467,57855,10756,33645,9582,10161,7004,112,835,2,2,0,0,0,0
2021-11,7호선,519,철산,9,0,10108,3907,26659,10314,79965,14821,88600,32611,45211,25818,28224,19393,25812,18576,27073,20797,25321,23392,23893,24089,24439,28365,28523,35532,33875,54811,34119,89619,19140,73120,16899,35275,16907,30548,14396,27631,5966,17195,105,2572,0,0,0,0,0,0
2021-11,7호선,520,광명사거리,150,0,21293,5461,31095,11639,83386,16818,96257,26758,49763,22346,30514,21317,27908,23991,30081,25720,30385,28426,28169,29739,28678,34217,33645,41751,36071,54566,31978,85368,20055,68160,14857,35533,11570,30023,8371,26113,3419,15680,50,2150,0,0,0,0,0,0
2021-11,7호선,521,천왕,15,0,7445,1155,16249,5022,50428,7433,61044,15242,31761,7899,16046,6581,12919,7643,14039,9758,13339,10922,11936,11235,11975,13833,13777,17750,13971,25898,13367,47299,7067,37789,4718,20568,3784,17466,2950,14906,893,8732,4,1427,0,0,0,0,0,0
2021-11,7호선,522,온수(성공회대입구),148,1,7853,938,15143,3434,49056,9114,58304,17125,24869,11201,12498,6946,10779,6774,12112,8658,11330,8864,9519,9114,10475,11006,15144,13625,15016,22281,12957,42415,6119,32386,4386,17363,3962,15395,2771,13011,1150,10347,30,5421,0,0,0,0,0,0
2021-11,7호선,523,까치울,2,0,3934,771,10506,4069,32318,6382,40687,9961,19535,5696,10318,5291,9272,7202,10119,7948,9850,7928,9174,7898,9693,9300,11080,12623,11431,19241,10515,30488,5948,26622,4623,13733,3707,12809,2534,11928,971,6485,4,212,0,0,0,0,0,0
2021-11,7호선,524,부천종합운동장,24,0,3190,705,6326,2902,16964,5756,19659,12272,9997,5707,7079,4927,6814,4262,6524,3858,6230,4724,5473,4777,5499,5104,6736,6041,8908,7980,10368,13721,3944,12051,2751,6097,2662,5309,1438,4754,431,3227,8,193,0,0,0,0,0,0
2021-11,7호선,525,춘의,23,0,5435,1660,10806,5976,24097,29669,25582,56794,13717,18261,9477,8464,8415,6646,8970,6990,8865,8068,8743,7485,9684,7855,12206,9542,30091,13229,44875,20403,16611,18132,10169,11169,8035,10178,4486,8332,1245,5685,11,359,0,0,0,0,0,0
2021-11,7호선,526,신중동,8,1,5662,2114,16370,6059,45154,14843,43471,45984,22753,24498,16198,14965,15426,13326,16480,14056,16608,15883,16646,15552,17493,16537,21062,19814,27356,30422,42701,45920,17868,41796,17320,21351,11906,16291,10421,14653,4210,11129,62,764,0,0,0,0,0,0
2021-11,7호선,527,부천시청,10,2,5536,2061,15915,7473,44887,13423,42472,26070,20794,20248,14379,11793,14251,13039,15368,14457,14689,15947,14753,16300,16881,16805,20289,19741,23903,28496,27049,44111,15834,39958,15956,19425,13056,14574,10223,13392,3445,9767,73,1202,0,0,0,0,0,0
2021-11,7호선,528,상동,5,0,4470,2084,15745,5576,41500,11605,37289,28854,18936,26796,13802,16385,14491,16510,16599,18449,17016,19510,17298,19139,19332,19486,21897,21118,25885,31275,29476,46945,18665,39259,16917,18944,17628,14842,14419,13029,5261,9419,154,2035,0,0,0,0,0,0
2021-11,7호선,529,삼산체육관,14,0,3655,479,10985,1829,26594,2962,24789,6076,11919,3933,7410,2992,6868,3529,7568,4467,6341,4912,5753,5347,5844,6591,7657,7700,6872,11179,5791,20799,3105,18038,2683,9768,2299,8683,1722,7740,655,5493,20,1292,0,0,0,0,0,0
2021-11,7호선,530,굴포천,9,0,6615,576,14770,3527,37723,4584,40306,13587,19092,10616,11599,7414,10958,7572,11744,9027,10902,10489,10113,10435,10687,11798,11663,15250,12984,21725,14707,40833,7892,35621,6303,19164,6269,15913,5243,13332,2486,8521,65,1902,0,0,0,0,0,0
2021-11,7호선,531,부평구청,29,1,5475,522,15367,3371,35678,6897,29481,11561,14608,5545,9606,4255,9156,4735,9464,5925,8735,6405,7661,6436,7946,7381,8794,9408,11929,13168,11418,24475,5846,24856,4497,16033,3839,11667,3162,10958,1299,6642,31,2335,0,0,0,0,0,0
2021-11,8호선,532,암사,30,0,14213,970,26355,5743,77978,8758,103155,19775,49030,13987,27009,11463,22995,12990,23608,16660,23045,16189,19885,19162,18997,24798,20880,28732,22530,42741,22789,72049,11767,54741,9527,29692,7060,28736,5276,24138,1814,14809,3,1944,0,0,0,0,0,0
2021-11,8호선,533,천호(풍납토성),52,0,11141,1696,15904,9689,39560,13878,57433,26474,31781,22826,18418,17784,17431,17247,18786,19858,19200,21237,19051,21930,19907,27340,22609,32053,28358,42518,29363,68749,18505,46897,15846,25487,12637,22256,9671,18676,3830,12080,13,1925,0,0,0,0,0,0
2021-11,8호선,534,강동구청,13,0,4864,1103,10365,5170,29841,14323,41099,35212,22807,14403,13989,10587,12764,10022,12752,9588,12662,12199,12655,12329,12762,12841,15629,16873,19344,22598,27835,35005,10094,25323,7100,14629,6350,13231,4679,12753,1448,6785,0,692,0,0,0,0,0,0
2021-11,8호선,535,몽촌토성(평화의문),1,0,1350,1215,3546,5605,10908,9151,17197,25600,10072,13690,6960,9243,7050,9619,7864,8528,8907,8619,9214,8539,11151,8297,14639,9510,16907,11703,22067,17027,9147,11673,6658,7092,6752,5744,5246,5775,2240,2808,0,244,0,0,0,0,0,0
